shirt,pants,shoes,style,shirt_subtype,pants_subtype,shoes_subtype,fit,temperature,occasion,outerwear,score
white,black,navy,casual,dress_shirt,jeans,loafers,oversized,cold,university,coat,0
black,brown,grey,casual,henley,shorts,sandals,regular,hot,party,none,0
black,beige,black,formal,tee,shorts,sandals,regular,mild,university,long_coat,0
black,beige,beige,streetwear,tee,jeans,boots,oversized,cold,party,long_coat,0
brown,black,navy,minimal,oxford,trousers,sandals,regular,mild,date,coat,0
beige,beige,beige,minimal,dress_shirt,trousers,sandals,regular,hot,university,none,1
navy,navy,beige,streetwear,tee,chinos,boots,slim,hot,business,jacket,-1
white,brown,white,old_money,dress_shirt,chinos,boots,slim,hot,business,long_coat,-2
beige,white,grey,formal,oxford,shorts,boots,slim,cold,date,coat,0
white,navy,beige,minimal,oxford,jeans,sandals,oversized,mild,date,coat,0
brown,navy,navy,formal,polo,jeans,boots,relaxed,hot,university,long_coat,-1
white,white,navy,casual,oxford,chinos,loafers,oversized,hot,business,long_coat,-1
brown,brown,brown,old_money,oxford,shorts,loafers,slim,mild,university,long_coat,3
white,beige,brown,casual,henley,chinos,sneakers,regular,mild,party,coat,0
black,black,black,formal,oxford,shorts,sandals,regular,cold,business,long_coat,-1
grey,navy,brown,streetwear,polo,chinos,boots,oversized,cold,date,long_coat,0
brown,white,white,old_money,polo,chinos,boots,relaxed,hot,business,long_coat,-2
grey,beige,grey,casual,dress_shirt,trousers,boots,slim,cold,party,coat,0
beige,white,grey,minimal,henley,jeans,sandals,oversized,hot,university,jacket,-2
beige,white,black,minimal,dress_shirt,trousers,sneakers,regular,mild,business,coat,0
navy,brown,brown,minimal,henley,shorts,loafers,relaxed,cold,business,coat,0
white,brown,black,minimal,dress_shirt,trousers,loafers,regular,cold,university,coat,0
navy,beige,navy,streetwear,polo,trousers,loafers,relaxed,hot,date,coat,-2
white,grey,brown,casual,dress_shirt,shorts,boots,slim,cold,date,jacket,0
white,brown,grey,old_money,oxford,shorts,sandals,oversized,mild,party,coat,0
beige,black,white,casual,tee,trousers,boots,oversized,cold,party,long_coat,0
navy,black,beige,old_money,dress_shirt,jeans,loafers,slim,cold,party,coat,2
grey,white,grey,streetwear,tee,chinos,boots,regular,cold,party,none,-2
black,navy,brown,streetwear,oxford,shorts,loafers,oversized,cold,party,long_coat,0
brown,grey,navy,formal,henley,shorts,loafers,regular,mild,business,long_coat,1
black,brown,brown,streetwear,dress_shirt,chinos,sneakers,relaxed,mild,date,jacket,0
navy,navy,white,minimal,tee,shorts,boots,slim,cold,business,none,-1
brown,white,brown,casual,dress_shirt,trousers,sandals,relaxed,mild,university,long_coat,0
brown,white,navy,streetwear,oxford,chinos,sneakers,slim,hot,business,jacket,-2
black,black,navy,casual,tee,chinos,sandals,oversized,cold,business,jacket,-2
brown,beige,brown,streetwear,polo,jeans,loafers,relaxed,hot,university,long_coat,-2
navy,navy,grey,old_money,tee,jeans,sandals,oversized,mild,university,jacket,1
grey,black,white,formal,oxford,jeans,boots,relaxed,hot,party,none,1
black,white,beige,minimal,dress_shirt,chinos,loafers,slim,mild,date,coat,0
grey,beige,white,old_money,henley,trousers,loafers,slim,hot,party,none,0
beige,grey,white,old_money,dress_shirt,jeans,loafers,slim,mild,business,long_coat,0
white,brown,beige,casual,henley,shorts,loafers,regular,cold,party,none,-2
navy,brown,black,casual,dress_shirt,shorts,loafers,regular,mild,party,coat,0
beige,grey,white,formal,henley,chinos,boots,regular,hot,business,long_coat,-2
navy,white,brown,old_money,polo,chinos,sneakers,relaxed,cold,business,coat,2
grey,beige,white,minimal,polo,jeans,sneakers,regular,hot,party,coat,-2
brown,grey,white,casual,dress_shirt,shorts,sneakers,slim,mild,date,long_coat,0
beige,black,navy,old_money,henley,chinos,loafers,slim,hot,date,jacket,0
grey,beige,brown,minimal,henley,shorts,boots,slim,cold,business,coat,0
brown,navy,black,formal,polo,chinos,sneakers,oversized,cold,business,jacket,0
navy,navy,black,old_money,henley,jeans,loafers,oversized,mild,date,jacket,3
grey,black,brown,old_money,tee,shorts,loafers,relaxed,mild,party,coat,2
white,navy,white,minimal,tee,chinos,sneakers,relaxed,mild,date,coat,0
grey,brown,beige,casual,tee,trousers,sneakers,slim,hot,university,jacket,-2
grey,white,black,casual,polo,chinos,sneakers,relaxed,hot,business,long_coat,-2
brown,black,brown,streetwear,henley,shorts,sneakers,oversized,hot,university,long_coat,-2
beige,white,white,streetwear,tee,jeans,loafers,slim,cold,party,jacket,0
white,black,brown,streetwear,henley,trousers,sandals,slim,cold,date,long_coat,-2
black,grey,white,minimal,polo,shorts,sneakers,regular,hot,date,none,0
white,navy,black,old_money,polo,shorts,loafers,relaxed,mild,university,jacket,2
white,black,brown,formal,henley,trousers,boots,slim,hot,university,jacket,-2
white,white,beige,formal,henley,trousers,sandals,oversized,mild,university,none,1
beige,brown,black,old_money,tee,trousers,sandals,regular,cold,date,jacket,0
white,black,grey,casual,oxford,shorts,sandals,slim,mild,party,none,0
beige,white,white,formal,dress_shirt,chinos,sandals,slim,mild,date,long_coat,0
grey,grey,grey,streetwear,oxford,trousers,sneakers,relaxed,mild,business,jacket,1
grey,white,brown,casual,polo,jeans,sandals,slim,mild,university,none,0
white,navy,navy,formal,dress_shirt,shorts,loafers,regular,cold,university,coat,1
beige,white,white,minimal,tee,chinos,sneakers,regular,mild,date,jacket,0
black,navy,beige,minimal,henley,chinos,boots,slim,hot,party,none,0
beige,navy,navy,streetwear,oxford,trousers,boots,slim,cold,business,long_coat,0
black,beige,navy,streetwear,oxford,jeans,sandals,oversized,cold,date,coat,-2
beige,navy,navy,casual,oxford,jeans,sandals,regular,cold,university,coat,-2
beige,grey,brown,minimal,polo,trousers,sneakers,slim,cold,business,coat,0
beige,brown,beige,streetwear,dress_shirt,shorts,loafers,oversized,cold,business,coat,0
black,beige,black,formal,tee,trousers,loafers,regular,hot,party,coat,-1
black,white,grey,formal,henley,jeans,sneakers,oversized,hot,business,long_coat,-2
navy,grey,black,casual,dress_shirt,chinos,boots,oversized,cold,party,long_coat,0
brown,beige,beige,formal,henley,trousers,boots,oversized,cold,university,long_coat,0
white,beige,grey,streetwear,dress_shirt,trousers,boots,slim,cold,university,none,-2
brown,grey,beige,streetwear,tee,chinos,boots,relaxed,hot,date,coat,-2
beige,beige,white,formal,oxford,jeans,boots,oversized,mild,university,long_coat,1
white,grey,grey,casual,tee,shorts,sneakers,regular,hot,business,none,-1
black,black,grey,old_money,henley,chinos,boots,oversized,cold,business,jacket,1
white,white,beige,formal,tee,jeans,loafers,relaxed,mild,party,none,2
white,beige,black,formal,henley,trousers,sneakers,slim,cold,business,none,-2
black,brown,navy,old_money,tee,jeans,sneakers,regular,mild,business,long_coat,2
white,white,beige,casual,henley,shorts,loafers,relaxed,cold,university,long_coat,1
white,black,black,formal,polo,shorts,boots,relaxed,cold,party,jacket,1
navy,white,white,formal,henley,chinos,sneakers,oversized,hot,date,jacket,-2
black,grey,brown,old_money,polo,jeans,boots,relaxed,mild,business,jacket,2
beige,black,grey,minimal,oxford,trousers,sandals,slim,mild,business,long_coat,0
navy,navy,brown,streetwear,henley,jeans,sneakers,slim,hot,date,coat,-1
grey,white,beige,old_money,oxford,trousers,loafers,slim,cold,business,long_coat,2
navy,black,beige,old_money,oxford,trousers,sandals,regular,mild,business,coat,2
grey,beige,beige,minimal,polo,trousers,boots,regular,cold,date,long_coat,0
brown,navy,navy,streetwear,polo,trousers,boots,oversized,hot,party,long_coat,-2
grey,brown,navy,minimal,oxford,shorts,sandals,slim,hot,date,long_coat,-2
navy,beige,grey,streetwear,henley,shorts,loafers,oversized,cold,party,jacket,0
white,navy,brown,casual,polo,trousers,boots,oversized,mild,date,none,0
beige,navy,grey,old_money,dress_shirt,chinos,sneakers,relaxed,hot,university,long_coat,-2
white,white,white,minimal,tee,shorts,loafers,oversized,hot,business,long_coat,-1
beige,brown,navy,streetwear,tee,chinos,sandals,regular,hot,date,none,0
grey,grey,brown,casual,polo,chinos,boots,regular,mild,business,long_coat,1
beige,brown,beige,minimal,polo,trousers,sandals,relaxed,hot,university,long_coat,-2
beige,beige,beige,minimal,tee,jeans,boots,regular,hot,date,coat,-1
grey,white,navy,old_money,dress_shirt,jeans,loafers,relaxed,hot,party,none,2
black,black,grey,old_money,tee,trousers,boots,oversized,cold,university,jacket,1
grey,brown,navy,streetwear,polo,chinos,boots,regular,hot,date,jacket,-2
white,grey,black,minimal,tee,trousers,boots,oversized,cold,party,coat,0
grey,white,black,casual,henley,trousers,sneakers,relaxed,mild,university,long_coat,0
grey,beige,navy,casual,oxford,jeans,sneakers,relaxed,mild,party,coat,0
navy,navy,navy,streetwear,tee,shorts,sneakers,relaxed,mild,party,coat,1
grey,brown,navy,streetwear,tee,shorts,sandals,oversized,cold,date,none,-4
beige,navy,white,casual,polo,jeans,loafers,relaxed,cold,business,coat,0
beige,grey,brown,minimal,dress_shirt,shorts,sneakers,oversized,mild,date,coat,0
navy,navy,grey,minimal,henley,shorts,sneakers,relaxed,mild,business,none,1
beige,grey,navy,old_money,henley,shorts,sneakers,oversized,hot,business,none,2
black,beige,brown,old_money,oxford,shorts,sneakers,relaxed,hot,business,jacket,0
brown,brown,beige,minimal,tee,jeans,loafers,regular,cold,university,coat,1
navy,black,brown,old_money,polo,jeans,boots,slim,mild,university,none,2
brown,grey,beige,minimal,oxford,trousers,loafers,relaxed,mild,date,long_coat,0
grey,black,navy,minimal,tee,shorts,sneakers,slim,cold,party,jacket,0
white,white,white,casual,henley,trousers,sneakers,relaxed,hot,party,long_coat,-1
navy,white,brown,formal,polo,chinos,loafers,regular,hot,party,long_coat,-1
navy,black,brown,streetwear,oxford,shorts,sandals,oversized,mild,party,none,0
beige,navy,brown,old_money,tee,jeans,loafers,regular,cold,party,jacket,2
grey,beige,navy,old_money,polo,jeans,sandals,relaxed,mild,university,none,2
white,white,black,minimal,tee,trousers,sneakers,oversized,mild,date,none,1
navy,white,brown,old_money,polo,trousers,sandals,slim,hot,date,jacket,0
grey,grey,brown,old_money,dress_shirt,shorts,sandals,relaxed,cold,university,jacket,1
navy,grey,navy,minimal,dress_shirt,chinos,boots,oversized,hot,date,long_coat,-2
white,white,navy,streetwear,tee,trousers,sneakers,regular,cold,party,jacket,1
grey,beige,navy,old_money,tee,jeans,boots,slim,mild,university,none,2
grey,white,navy,formal,dress_shirt,trousers,sandals,relaxed,hot,business,coat,-1
navy,grey,beige,old_money,tee,trousers,boots,relaxed,hot,date,coat,0
navy,beige,beige,casual,tee,jeans,loafers,slim,hot,date,coat,-2
navy,navy,beige,casual,dress_shirt,shorts,sneakers,relaxed,cold,date,jacket,1
grey,beige,navy,streetwear,tee,shorts,sandals,slim,cold,date,coat,-2
navy,black,black,minimal,henley,shorts,loafers,slim,cold,date,jacket,0
grey,grey,black,minimal,tee,chinos,sneakers,oversized,cold,university,none,-1
black,grey,black,casual,oxford,jeans,boots,relaxed,cold,business,long_coat,0
brown,beige,beige,formal,tee,trousers,sneakers,regular,mild,date,coat,0
brown,grey,navy,minimal,tee,shorts,loafers,oversized,mild,business,none,0
brown,beige,white,casual,henley,chinos,sandals,oversized,hot,business,none,0
black,brown,brown,minimal,tee,shorts,loafers,regular,mild,party,long_coat,0
white,beige,black,old_money,polo,chinos,sandals,slim,mild,university,none,2
grey,beige,grey,minimal,henley,shorts,loafers,oversized,hot,date,long_coat,-2
brown,grey,brown,casual,polo,trousers,sandals,regular,mild,university,long_coat,0
navy,grey,brown,formal,oxford,trousers,loafers,relaxed,hot,party,none,1
black,navy,grey,streetwear,henley,jeans,sneakers,slim,mild,university,jacket,0
black,black,grey,minimal,henley,shorts,boots,relaxed,cold,business,jacket,1
brown,navy,brown,streetwear,dress_shirt,chinos,sneakers,regular,mild,party,none,0
black,beige,black,formal,henley,trousers,sandals,relaxed,mild,party,long_coat,1
grey,brown,grey,old_money,tee,chinos,sandals,regular,cold,date,jacket,-2
white,navy,grey,casual,polo,trousers,loafers,oversized,mild,date,none,0
navy,brown,white,streetwear,tee,shorts,sandals,relaxed,cold,date,none,-4
navy,grey,navy,streetwear,henley,shorts,loafers,regular,mild,business,coat,0
white,beige,beige,old_money,dress_shirt,jeans,sandals,relaxed,hot,date,none,2
beige,brown,brown,streetwear,dress_shirt,trousers,sneakers,oversized,cold,business,jacket,0
black,beige,black,streetwear,polo,jeans,boots,relaxed,mild,date,none,0
beige,black,grey,casual,polo,shorts,boots,regular,cold,business,coat,0
grey,white,black,minimal,henley,jeans,sneakers,regular,cold,date,none,-2
white,beige,white,formal,polo,shorts,boots,regular,cold,university,none,-2
black,white,grey,streetwear,henley,shorts,loafers,regular,hot,business,none,0
beige,navy,grey,casual,polo,chinos,loafers,slim,cold,date,jacket,0
black,brown,black,casual,henley,shorts,boots,oversized,cold,business,coat,0
beige,navy,beige,old_money,polo,shorts,boots,oversized,cold,business,jacket,2
grey,black,grey,formal,oxford,trousers,loafers,relaxed,cold,party,long_coat,1
navy,black,brown,minimal,oxford,jeans,sandals,slim,hot,university,coat,-2
white,grey,beige,old_money,henley,chinos,boots,regular,mild,party,coat,2
black,white,beige,streetwear,polo,chinos,sneakers,slim,hot,business,jacket,-2
black,white,black,streetwear,henley,trousers,loafers,oversized,mild,business,long_coat,0
white,grey,brown,casual,polo,shorts,loafers,relaxed,hot,date,none,0
white,white,beige,minimal,henley,jeans,sandals,relaxed,cold,date,long_coat,-1
grey,black,beige,old_money,tee,jeans,loafers,oversized,cold,business,long_coat,2
black,grey,grey,formal,dress_shirt,jeans,boots,relaxed,cold,party,coat,1
black,brown,grey,casual,dress_shirt,shorts,loafers,relaxed,mild,university,jacket,0
brown,beige,brown,formal,tee,jeans,boots,relaxed,hot,university,none,0
white,navy,navy,formal,henley,shorts,sneakers,relaxed,mild,date,coat,1
brown,navy,black,casual,henley,jeans,loafers,relaxed,cold,business,none,-2
white,brown,brown,streetwear,tee,chinos,sneakers,relaxed,mild,party,long_coat,0
beige,navy,black,streetwear,oxford,jeans,sandals,oversized,hot,date,none,0
navy,beige,beige,casual,oxford,shorts,loafers,regular,cold,university,coat,0
navy,black,black,minimal,tee,jeans,loafers,slim,mild,university,none,0
grey,brown,navy,old_money,tee,shorts,sandals,relaxed,hot,business,long_coat,0
brown,beige,grey,minimal,polo,shorts,sandals,relaxed,cold,university,none,-4
brown,grey,brown,casual,tee,chinos,loafers,slim,cold,date,coat,0
white,brown,black,minimal,tee,chinos,boots,relaxed,mild,date,none,0
white,brown,black,old_money,henley,jeans,boots,oversized,cold,party,jacket,2
beige,black,brown,streetwear,dress_shirt,chinos,loafers,slim,hot,party,none,0
black,grey,brown,casual,polo,trousers,boots,slim,mild,business,long_coat,0
white,beige,navy,minimal,tee,shorts,sandals,slim,cold,date,coat,-2
grey,white,white,minimal,polo,jeans,loafers,slim,cold,university,long_coat,0
grey,beige,black,old_money,polo,trousers,boots,slim,mild,date,jacket,2
grey,navy,navy,streetwear,dress_shirt,jeans,sneakers,regular,mild,party,jacket,0
black,brown,grey,old_money,tee,trousers,sneakers,relaxed,hot,university,jacket,-2
brown,grey,brown,old_money,oxford,jeans,sandals,relaxed,cold,business,none,-2
grey,white,black,old_money,dress_shirt,shorts,sneakers,slim,cold,party,jacket,2
white,brown,grey,casual,polo,chinos,sneakers,oversized,cold,party,coat,0
white,grey,brown,streetwear,polo,jeans,boots,oversized,cold,business,none,-2
black,grey,brown,old_money,oxford,trousers,boots,oversized,mild,university,jacket,2
grey,navy,black,casual,oxford,jeans,loafers,slim,hot,party,none,0
grey,white,black,minimal,oxford,trousers,sneakers,oversized,cold,university,jacket,0
beige,brown,navy,formal,henley,trousers,sneakers,regular,cold,university,jacket,1
white,black,black,formal,polo,trousers,loafers,slim,mild,university,coat,0
beige,white,beige,streetwear,dress_shirt,trousers,sandals,regular,cold,party,none,-4
white,beige,navy,formal,oxford,shorts,sandals,regular,hot,business,jacket,-1
navy,grey,white,formal,polo,chinos,sandals,oversized,cold,university,jacket,-2
grey,white,beige,formal,oxford,jeans,loafers,relaxed,mild,university,none,0
grey,white,navy,casual,polo,shorts,sneakers,regular,mild,university,jacket,0
brown,black,beige,casual,henley,jeans,loafers,relaxed,hot,business,coat,-2
beige,brown,black,streetwear,tee,chinos,sandals,oversized,cold,party,jacket,-2
navy,brown,beige,casual,henley,trousers,loafers,oversized,mild,party,long_coat,0
navy,beige,beige,streetwear,tee,jeans,sandals,slim,mild,date,long_coat,0
black,white,navy,casual,oxford,trousers,sneakers,oversized,cold,university,none,-2
navy,grey,beige,casual,henley,shorts,loafers,regular,cold,university,jacket,0
black,navy,beige,casual,tee,jeans,sandals,relaxed,hot,party,none,0
beige,navy,white,formal,tee,shorts,loafers,regular,hot,party,jacket,-1
brown,brown,beige,formal,tee,jeans,sandals,regular,mild,party,jacket,2
black,white,navy,streetwear,dress_shirt,shorts,loafers,slim,mild,party,long_coat,0
brown,grey,brown,minimal,oxford,jeans,boots,oversized,cold,business,none,-2
navy,black,navy,minimal,polo,trousers,loafers,oversized,mild,party,none,0
black,beige,grey,streetwear,oxford,shorts,boots,regular,hot,university,coat,-2
