shirt,pants,shoes,style,shirt_subtype,pants_subtype,shoes_subtype,fit,temperature,occasion,outerwear,score
black,red,cream,streetwear,dress_shirt,chinos,chelsea_boots,regular,warm,club,denim_jacket,0.5
brown,blue,white,old_money,tee,cargos,loafers,cropped,hot,party,leather_jacket,0.0
yellow,yellow,red,formal,polo,jeans,sneakers,oversized,freezing,party,overcoat,0.65
cream,white,yellow,athleisure,polo,jeans,sneakers,skinny,cold,gym,blazer,0.1
silver,silver,olive,smart_casual,turtleneck,sweatpants,slides,regular,freezing,gym,parka,0.4
gold,grey,blue,smart_casual,graphic_tee,track_pants,sandals,regular,cold,gym,none,0.25
red,blue,cream,streetwear,oxford,sweatpants,sneakers,regular,warm,date,suit_jacket,0.5
charcoal,white,beige,streetwear,graphic_tee,trousers,loafers,regular,mild,travel,puffer,0.5
grey,yellow,cream,smart_casual,cardigan,swim_shorts,running_shoes,slim,hot,date,peacoat,0.25
cream,grey,red,formal,oxford,swim_shorts,chelsea_boots,cropped,warm,university,blazer,0.0
navy,burgundy,gold,minimal,sweater,joggers,sneakers,cropped,freezing,party,overcoat,0.65
blue,olive,brown,streetwear,overshirt,shorts,slides,regular,cold,travel,varsity_jacket,0.5
beige,white,charcoal,old_money,oxford,trousers,chelsea_boots,skinny,freezing,gym,denim_jacket,0.0
burgundy,white,green,minimal,tee,pleated_trousers,chelsea_boots,slim,cold,gym,bomber,0.0
yellow,red,cream,vintage,henley,pleated_trousers,boots,slim,cold,business,leather_jacket,0.5
green,white,burgundy,vintage,cardigan,carpenter_pants,derbies,skinny,warm,lounge,windbreaker,0.5
burgundy,brown,yellow,streetwear,overshirt,pleated_trousers,running_shoes,relaxed,mild,club,puffer,0.5
grey,cream,silver,old_money,cardigan,joggers,boots,relaxed,freezing,lounge,none,0.2
green,beige,cream,gorpcore,tee,track_pants,slides,slim,hot,gym,overcoat,0.0
olive,blue,red,vintage,overshirt,cargos,chelsea_boots,slim,warm,date,none,0.5
green,grey,grey,formal,flannel,track_pants,loafers,relaxed,freezing,lounge,suit_jacket,0.5
burgundy,gold,grey,athleisure,turtleneck,chinos,chelsea_boots,skinny,warm,club,windbreaker,0.4
blue,navy,white,gorpcore,tee,trousers,sandals,slim,mild,date,blazer,0.5
charcoal,navy,silver,smart_casual,long_sleeve,track_pants,chelsea_boots,relaxed,mild,date,bomber,0.5
silver,silver,yellow,vintage,overshirt,pleated_trousers,sandals,relaxed,mild,party,denim_jacket,0.5
red,beige,burgundy,casual,sweatshirt,jeans,derbies,cropped,cold,university,none,0.5
red,olive,navy,casual,hoodie,swim_shorts,slides,oversized,mild,date,windbreaker,0.5
silver,black,yellow,athleisure,sweater,carpenter_pants,slides,regular,mild,club,denim_jacket,0.5
brown,red,white,gorpcore,long_sleeve,chinos,loafers,relaxed,freezing,party,bomber,0.3
cream,blue,cream,minimal,long_sleeve,joggers,sandals,cropped,warm,travel,suit_jacket,0.55
navy,burgundy,blue,smart_casual,flannel,joggers,running_shoes,regular,warm,university,gilet,0.5
grey,green,silver,formal,sweatshirt,chinos,running_shoes,relaxed,cold,university,none,0.0
beige,silver,gold,streetwear,tee,sweatpants,loafers,relaxed,hot,date,gilet,0.35
gold,black,beige,old_money,graphic_tee,trousers,chunky_sneakers,regular,freezing,gym,parka,0.1
gold,silver,burgundy,minimal,oxford,cargos,boots,oversized,cold,club,overcoat,0.5
silver,cream,red,gorpcore,henley,jeans,chunky_sneakers,slim,warm,party,trench,0.5
charcoal,brown,cream,vintage,oxford,pleated_trousers,slides,skinny,mild,university,varsity_jacket,0.5
blue,green,green,formal,long_sleeve,jeans,boots,regular,cold,gym,parka,0.0
cream,olive,burgundy,casual,polo,shorts,sandals,slim,cold,date,blazer,0.5
green,silver,yellow,old_money,sweatshirt,swim_shorts,sneakers,skinny,freezing,business,varsity_jacket,0.0
gold,burgundy,green,athleisure,graphic_tee,track_pants,sandals,skinny,cold,business,blazer,0.0
black,blue,white,formal,henley,chinos,running_shoes,cropped,hot,club,peacoat,0.0
gold,black,grey,old_money,turtleneck,chinos,chunky_sneakers,skinny,mild,club,leather_jacket,0.5
cream,olive,silver,minimal,polo,joggers,derbies,relaxed,warm,lounge,leather_jacket,0.5
black,silver,blue,minimal,henley,sweatpants,chunky_sneakers,relaxed,cold,travel,overcoat,0.5
gold,red,burgundy,smart_casual,sweater,carpenter_pants,chunky_sneakers,regular,freezing,university,trench,0.5
olive,navy,brown,streetwear,henley,cargos,chunky_sneakers,slim,mild,business,none,0.0
yellow,cream,yellow,formal,flannel,cargos,sneakers,skinny,warm,travel,bomber,0.0
yellow,grey,white,minimal,turtleneck,shorts,chelsea_boots,skinny,warm,date,blazer,0.5
red,cream,green,gorpcore,graphic_tee,chinos,sneakers,oversized,cold,lounge,blazer,0.5
olive,olive,navy,smart_casual,turtleneck,chinos,boots,oversized,warm,business,none,0.5
cream,beige,olive,casual,tee,chinos,derbies,skinny,cold,travel,denim_jacket,0.5
yellow,charcoal,beige,gorpcore,henley,trousers,chelsea_boots,regular,cold,university,overcoat,0.5
yellow,green,beige,casual,polo,carpenter_pants,chunky_sneakers,skinny,freezing,business,none,0.2
charcoal,navy,yellow,vintage,tee,trousers,sneakers,oversized,hot,party,suit_jacket,0.25
brown,brown,green,gorpcore,oxford,chinos,slides,cropped,cold,club,parka,0.5
white,blue,blue,casual,henley,swim_shorts,loafers,skinny,mild,university,suit_jacket,0.5
charcoal,burgundy,yellow,formal,henley,track_pants,chelsea_boots,skinny,hot,party,none,0.5
beige,burgundy,charcoal,athleisure,cardigan,track_pants,chelsea_boots,cropped,freezing,university,none,0.2
red,olive,grey,smart_casual,overshirt,sweatpants,sandals,skinny,mild,club,suit_jacket,0.5
navy,charcoal,burgundy,gorpcore,henley,swim_shorts,derbies,cropped,freezing,club,blazer,0.0
white,charcoal,cream,formal,polo,track_pants,loafers,slim,cold,gym,suit_jacket,0.0
silver,blue,green,old_money,tee,chinos,chunky_sneakers,oversized,hot,business,none,0.5
navy,yellow,black,streetwear,graphic_tee,shorts,derbies,regular,cold,club,puffer,0.5
black,blue,navy,formal,sweatshirt,chinos,chelsea_boots,oversized,mild,party,denim_jacket,0.5
green,brown,green,minimal,sweater,track_pants,running_shoes,oversized,warm,club,gilet,0.55
red,navy,silver,vintage,sweatshirt,swim_shorts,loafers,skinny,mild,date,suit_jacket,0.5
yellow,green,grey,old_money,oxford,sweatpants,slides,skinny,mild,travel,trench,0.15
cream,black,navy,athleisure,oxford,pleated_trousers,loafers,slim,cold,business,puffer,0.5
charcoal,navy,blue,smart_casual,flannel,trousers,boots,oversized,warm,university,overcoat,0.5
charcoal,brown,blue,casual,henley,sweatpants,derbies,cropped,warm,business,leather_jacket,0.0
blue,navy,burgundy,gorpcore,sweatshirt,pleated_trousers,derbies,slim,freezing,university,parka,0.65
grey,cream,brown,vintage,graphic_tee,cargos,sneakers,skinny,warm,travel,leather_jacket,0.5
brown,blue,red,gorpcore,long_sleeve,sweatpants,derbies,skinny,warm,party,trench,0.5
red,silver,gold,vintage,sweatshirt,sweatpants,slides,regular,warm,lounge,bomber,0.5
white,black,white,formal,polo,trousers,derbies,cropped,mild,lounge,denim_jacket,0.55
yellow,gold,grey,minimal,oxford,shorts,boots,relaxed,warm,club,trench,0.5
red,cream,navy,formal,long_sleeve,track_pants,derbies,relaxed,cold,travel,gilet,0.5
red,gold,green,smart_casual,oxford,cargos,loafers,skinny,freezing,business,puffer,0.0
gold,charcoal,white,athleisure,polo,carpenter_pants,running_shoes,slim,cold,gym,suit_jacket,0.5
white,red,charcoal,vintage,graphic_tee,trousers,running_shoes,relaxed,hot,party,trench,0.25
olive,burgundy,burgundy,smart_casual,tee,cargos,boots,oversized,cold,university,gilet,0.5
red,cream,brown,casual,long_sleeve,cargos,chelsea_boots,oversized,cold,party,overcoat,0.5
yellow,olive,gold,athleisure,turtleneck,sweatpants,sandals,regular,warm,university,puffer,0.5
olive,red,yellow,streetwear,turtleneck,swim_shorts,derbies,slim,mild,party,parka,0.5
olive,white,red,old_money,turtleneck,trousers,chunky_sneakers,cropped,hot,university,parka,0.25
red,olive,gold,gorpcore,long_sleeve,cargos,running_shoes,skinny,mild,gym,leather_jacket,0.35
cream,white,charcoal,gorpcore,graphic_tee,sweatpants,loafers,skinny,mild,travel,windbreaker,0.39999999999999997
brown,burgundy,navy,smart_casual,hoodie,shorts,sneakers,slim,cold,university,windbreaker,0.5
gold,silver,red,athleisure,polo,jeans,chunky_sneakers,regular,hot,university,puffer,0.1
green,charcoal,grey,smart_casual,graphic_tee,chinos,sandals,oversized,cold,lounge,blazer,0.5
white,cream,burgundy,minimal,graphic_tee,sweatpants,chelsea_boots,cropped,cold,lounge,gilet,0.5
burgundy,silver,green,casual,hoodie,jeans,slides,skinny,freezing,gym,leather_jacket,0.1
gold,olive,navy,streetwear,long_sleeve,cargos,sandals,relaxed,hot,party,overcoat,0.25
navy,yellow,silver,gorpcore,sweatshirt,chinos,chunky_sneakers,cropped,freezing,lounge,varsity_jacket,0.5
gold,gold,green,casual,long_sleeve,shorts,chelsea_boots,regular,mild,party,suit_jacket,0.5
charcoal,brown,burgundy,gorpcore,overshirt,cargos,boots,oversized,cold,gym,suit_jacket,0.0
silver,red,yellow,streetwear,long_sleeve,jeans,derbies,cropped,hot,lounge,denim_jacket,0.25
black,green,gold,gorpcore,overshirt,swim_shorts,derbies,relaxed,hot,club,peacoat,0.25
gold,white,grey,casual,turtleneck,pleated_trousers,loafers,skinny,cold,lounge,puffer,0.5
burgundy,charcoal,yellow,vintage,dress_shirt,sweatpants,derbies,slim,mild,party,gilet,0.5
beige,burgundy,blue,gorpcore,dress_shirt,carpenter_pants,sneakers,skinny,hot,party,trench,0.14999999999999997
brown,yellow,green,old_money,overshirt,jeans,chelsea_boots,regular,freezing,travel,denim_jacket,0.5
red,cream,burgundy,smart_casual,oxford,shorts,loafers,cropped,hot,business,blazer,0.0
beige,black,beige,smart_casual,oxford,carpenter_pants,sandals,regular,freezing,club,windbreaker,0.55
grey,white,burgundy,formal,overshirt,carpenter_pants,chelsea_boots,regular,warm,date,puffer,0.5
black,gold,beige,casual,polo,cargos,slides,skinny,freezing,university,suit_jacket,0.5
olive,beige,green,minimal,long_sleeve,jeans,slides,relaxed,warm,date,peacoat,0.5
red,red,yellow,streetwear,turtleneck,trousers,slides,regular,warm,travel,none,0.5
green,red,cream,casual,sweater,jeans,sandals,regular,mild,club,overcoat,0.5
black,green,gold,minimal,overshirt,swim_shorts,sandals,relaxed,hot,university,bomber,0.25
brown,blue,red,minimal,dress_shirt,sweatpants,sandals,cropped,freezing,business,suit_jacket,0.0
beige,olive,burgundy,formal,sweater,track_pants,sandals,slim,freezing,club,denim_jacket,0.0
blue,white,grey,streetwear,tee,track_pants,loafers,cropped,cold,business,peacoat,0.5
white,gold,yellow,minimal,polo,swim_shorts,chelsea_boots,skinny,mild,university,overcoat,0.5
charcoal,green,black,minimal,polo,cargos,chelsea_boots,relaxed,cold,business,varsity_jacket,0.0
green,white,yellow,smart_casual,long_sleeve,swim_shorts,slides,regular,freezing,travel,leather_jacket,0.0
brown,brown,burgundy,athleisure,dress_shirt,sweatpants,chelsea_boots,skinny,freezing,business,leather_jacket,0.0
black,olive,beige,casual,overshirt,cargos,boots,regular,freezing,university,denim_jacket,0.5
navy,burgundy,grey,streetwear,sweater,track_pants,chelsea_boots,slim,hot,gym,none,0.0
blue,beige,brown,old_money,cardigan,pleated_trousers,sneakers,oversized,cold,lounge,peacoat,0.4
red,black,grey,casual,long_sleeve,sweatpants,loafers,relaxed,hot,date,overcoat,0.1
cream,red,green,smart_casual,tee,carpenter_pants,loafers,regular,freezing,university,puffer,0.65
brown,charcoal,gold,formal,overshirt,cargos,running_shoes,skinny,mild,party,varsity_jacket,0.0
cream,red,yellow,streetwear,sweater,cargos,boots,oversized,freezing,club,varsity_jacket,0.5
charcoal,burgundy,black,athleisure,flannel,shorts,derbies,regular,mild,university,denim_jacket,0.5
black,navy,yellow,smart_casual,dress_shirt,swim_shorts,sandals,skinny,cold,business,gilet,0.0
yellow,white,green,smart_casual,graphic_tee,jeans,loafers,skinny,mild,date,peacoat,0.5
beige,blue,charcoal,smart_casual,overshirt,trousers,chelsea_boots,oversized,cold,club,none,0.5
cream,red,green,smart_casual,henley,jeans,derbies,regular,mild,lounge,parka,0.5
cream,black,beige,vintage,hoodie,trousers,boots,regular,mild,university,trench,0.5
charcoal,beige,white,athleisure,tee,track_pants,boots,skinny,cold,gym,trench,0.0
navy,grey,cream,gorpcore,hoodie,cargos,chelsea_boots,oversized,freezing,travel,blazer,0.6
white,charcoal,brown,old_money,sweatshirt,shorts,sneakers,oversized,warm,university,none,0.5
blue,yellow,white,formal,sweater,joggers,running_shoes,regular,warm,party,blazer,0.0
white,green,gold,old_money,overshirt,jeans,chelsea_boots,oversized,warm,business,overcoat,0.5
olive,brown,grey,streetwear,henley,carpenter_pants,chelsea_boots,cropped,freezing,party,bomber,0.5
silver,navy,beige,old_money,sweater,sweatpants,running_shoes,regular,freezing,business,windbreaker,0.0
red,black,burgundy,minimal,overshirt,trousers,chunky_sneakers,slim,cold,business,puffer,0.5
cream,beige,brown,casual,turtleneck,carpenter_pants,sandals,regular,mild,lounge,blazer,0.5
white,yellow,burgundy,vintage,henley,joggers,slides,skinny,freezing,club,puffer,0.65
black,beige,grey,minimal,hoodie,track_pants,sneakers,slim,cold,travel,parka,0.5
silver,navy,silver,athleisure,flannel,swim_shorts,chelsea_boots,slim,hot,travel,leather_jacket,0.275
charcoal,white,charcoal,old_money,sweater,carpenter_pants,boots,cropped,cold,date,gilet,0.55
red,red,cream,vintage,sweatshirt,shorts,slides,oversized,warm,university,bomber,0.5
cream,green,yellow,vintage,graphic_tee,sweatpants,derbies,skinny,cold,gym,overcoat,0.0
brown,grey,burgundy,casual,graphic_tee,track_pants,chunky_sneakers,slim,hot,club,leather_jacket,0.25
white,silver,olive,old_money,overshirt,swim_shorts,sneakers,oversized,hot,date,parka,0.25
navy,charcoal,gold,streetwear,hoodie,chinos,sandals,slim,cold,club,suit_jacket,0.5
red,gold,gold,formal,sweatshirt,jeans,chelsea_boots,cropped,mild,travel,leather_jacket,0.5
red,brown,navy,vintage,graphic_tee,trousers,slides,relaxed,cold,club,leather_jacket,0.5
charcoal,olive,navy,gorpcore,cardigan,shorts,loafers,relaxed,warm,university,varsity_jacket,0.3
red,green,navy,gorpcore,tee,joggers,loafers,cropped,cold,travel,leather_jacket,0.3
olive,blue,blue,old_money,flannel,joggers,chunky_sneakers,slim,cold,gym,blazer,0.25
red,white,navy,formal,cardigan,swim_shorts,boots,regular,freezing,university,bomber,0.0
silver,charcoal,beige,casual,cardigan,swim_shorts,slides,cropped,warm,travel,parka,0.5
white,charcoal,black,gorpcore,sweatshirt,swim_shorts,slides,oversized,hot,university,denim_jacket,0.25
red,olive,navy,streetwear,dress_shirt,cargos,running_shoes,skinny,mild,business,windbreaker,0.0
gold,charcoal,white,smart_casual,tee,jeans,sandals,regular,cold,party,leather_jacket,0.5
burgundy,grey,yellow,athleisure,henley,jeans,derbies,cropped,cold,date,none,0.35
burgundy,red,navy,athleisure,sweater,track_pants,slides,regular,freezing,travel,trench,0.5
charcoal,green,black,streetwear,turtleneck,cargos,chelsea_boots,relaxed,freezing,gym,overcoat,0.0
white,charcoal,yellow,smart_casual,sweatshirt,carpenter_pants,running_shoes,skinny,warm,business,peacoat,0.0
blue,white,olive,streetwear,hoodie,carpenter_pants,chunky_sneakers,regular,freezing,travel,windbreaker,0.5
blue,green,charcoal,streetwear,tee,shorts,sneakers,skinny,warm,club,bomber,0.5
cream,charcoal,red,old_money,dress_shirt,cargos,boots,regular,mild,lounge,blazer,0.25
brown,blue,yellow,streetwear,cardigan,carpenter_pants,slides,oversized,hot,travel,trench,0.25
navy,red,navy,streetwear,sweater,chinos,chunky_sneakers,regular,hot,business,parka,0.275
charcoal,white,brown,athleisure,henley,track_pants,chelsea_boots,relaxed,warm,club,gilet,0.5
cream,blue,burgundy,smart_casual,tee,sweatpants,running_shoes,slim,freezing,university,peacoat,0.5
charcoal,blue,gold,streetwear,flannel,cargos,slides,slim,hot,university,puffer,0.25
blue,burgundy,olive,athleisure,cardigan,pleated_trousers,chelsea_boots,oversized,freezing,lounge,trench,0.5
silver,black,beige,old_money,oxford,chinos,chunky_sneakers,slim,cold,travel,windbreaker,0.5
burgundy,brown,grey,formal,hoodie,cargos,loafers,cropped,hot,gym,denim_jacket,0.0
blue,burgundy,blue,casual,tee,jeans,chelsea_boots,slim,warm,travel,leather_jacket,0.55
burgundy,charcoal,cream,gorpcore,overshirt,chinos,running_shoes,cropped,cold,business,denim_jacket,0.0
burgundy,navy,beige,smart_casual,cardigan,chinos,running_shoes,skinny,hot,university,gilet,0.5
yellow,beige,burgundy,old_money,flannel,chinos,chunky_sneakers,relaxed,hot,lounge,parka,0.15
olive,brown,burgundy,gorpcore,tee,pleated_trousers,sandals,cropped,freezing,date,overcoat,0.65
black,brown,olive,minimal,graphic_tee,carpenter_pants,sneakers,slim,hot,business,leather_jacket,0.05
grey,yellow,red,streetwear,graphic_tee,carpenter_pants,derbies,slim,mild,club,peacoat,0.5
grey,grey,brown,smart_casual,graphic_tee,pleated_trousers,chelsea_boots,skinny,hot,lounge,varsity_jacket,0.25
olive,black,olive,streetwear,sweater,carpenter_pants,sneakers,skinny,freezing,party,gilet,0.22000000000000003
silver,red,olive,gorpcore,sweater,joggers,chunky_sneakers,regular,freezing,date,none,0.2
navy,grey,red,gorpcore,dress_shirt,pleated_trousers,chelsea_boots,slim,freezing,date,varsity_jacket,0.3
cream,blue,cream,formal,oxford,cargos,slides,slim,hot,lounge,blazer,0.0
navy,red,beige,minimal,tee,shorts,chelsea_boots,cropped,hot,travel,varsity_jacket,0.25
blue,burgundy,charcoal,streetwear,graphic_tee,sweatpants,running_shoes,slim,hot,gym,windbreaker,0.1
yellow,grey,red,vintage,long_sleeve,chinos,boots,relaxed,hot,party,bomber,0.25
gold,olive,blue,minimal,graphic_tee,pleated_trousers,chelsea_boots,regular,freezing,gym,puffer,0.0
brown,white,cream,streetwear,long_sleeve,jeans,loafers,relaxed,warm,gym,varsity_jacket,0.0
black,blue,beige,gorpcore,oxford,pleated_trousers,loafers,oversized,hot,club,peacoat,0.04999999999999999
charcoal,silver,silver,casual,flannel,carpenter_pants,sandals,slim,warm,gym,parka,0.25
burgundy,charcoal,silver,gorpcore,henley,joggers,running_shoes,skinny,hot,gym,bomber,0.0
brown,green,brown,formal,flannel,joggers,chunky_sneakers,skinny,cold,university,bomber,0.0
blue,white,blue,casual,graphic_tee,pleated_trousers,slides,relaxed,cold,business,peacoat,0.0
cream,red,grey,formal,tee,shorts,slides,cropped,mild,date,suit_jacket,0.0
charcoal,green,gold,streetwear,hoodie,chinos,slides,slim,freezing,party,none,0.2
burgundy,navy,yellow,minimal,flannel,pleated_trousers,chunky_sneakers,skinny,hot,university,leather_jacket,0.25
burgundy,brown,red,minimal,long_sleeve,pleated_trousers,loafers,skinny,warm,club,suit_jacket,0.5
red,black,olive,casual,sweater,cargos,slides,relaxed,freezing,party,parka,0.65
burgundy,charcoal,red,old_money,hoodie,track_pants,boots,regular,cold,party,puffer,0.25
burgundy,yellow,charcoal,minimal,oxford,trousers,loafers,cropped,freezing,business,windbreaker,0.5
black,white,brown,smart_casual,sweatshirt,trousers,sneakers,oversized,cold,travel,blazer,0.5
charcoal,charcoal,grey,gorpcore,overshirt,chinos,running_shoes,relaxed,cold,club,peacoat,0.5
